t1,value,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
57.0,1393092.0,52.0,56.0,57.0,56.0,54.0,57.0,56.0,56.0,54.0,55.0
60.0,1478102.0,53.0,58.0,57.0,56.0,54.0,58.0,56.0,56.0,55.0,56.0
60.0,1458118.0,55.0,59.0,57.0,57.0,55.0,58.0,57.0,56.0,56.0,58.0
62.0,1454680.0,57.0,58.0,57.0,57.0,57.0,59.0,57.0,57.0,57.0,59.0
61.0,1456456.0,57.0,58.0,55.0,57.0,58.0,61.0,56.0,59.0,59.0,59.0
62.0,1455416.0,58.0,58.0,55.0,58.0,58.0,63.0,56.0,60.0,59.0,60.0
61.0,1439576.0,57.0,58.0,55.0,57.0,59.0,63.0,56.0,61.0,60.0,59.0
62.0,1496307.0,60.0,56.0,57.0,57.0,60.0,64.0,58.0,61.0,61.0,63.0
62.0,1483599.0,63.0,56.0,58.0,57.0,62.0,61.0,58.0,61.0,63.0,63.0
64.0,1496217.0,62.0,57.0,59.0,57.0,62.0,62.0,60.0,59.0,63.0,62.0
61.0,1541376.0,59.0,57.0,58.0,56.0,61.0,63.0,60.0,60.0,62.0,61.0
62.0,1621467.0,59.0,57.0,59.0,57.0,60.0,62.0,61.0,60.0,62.0,61.0
60.0,1670460.0,58.0,57.0,59.0,57.0,59.0,62.0,61.0,60.0,61.0,60.0
60.0,1700938.0,57.0,56.0,59.0,56.0,58.0,61.0,60.0,58.0,60.0,58.0
60.0,1655661.0,57.0,56.0,59.0,55.0,58.0,61.0,60.0,57.0,60.0,60.0
60.0,1547427.0,56.0,56.0,59.0,56.0,59.0,61.0,60.0,58.0,60.0,57.0
60.0,1452844.0,56.0,56.0,59.0,56.0,59.0,61.0,60.0,57.0,60.0,57.0
60.0,1282919.0,56.0,55.0,60.0,55.0,59.0,59.0,60.0,57.0,60.0,58.0
61.0,1188001.0,55.0,55.0,60.0,55.0,59.0,59.0,59.0,56.0,59.0,56.0
62.0,1144651.0,54.0,55.0,60.0,55.0,58.0,58.0,60.0,56.0,59.0,56.0
60.0,1126004.0,55.0,55.0,60.0,54.0,59.0,58.0,60.0,56.0,60.0,56.0
60.0,1127431.0,55.0,55.0,59.0,53.0,59.0,58.0,60.0,56.0,60.0,56.0
60.0,1186158.0,55.0,55.0,59.0,54.0,59.0,58.0,60.0,55.0,60.0,56.0
60.0,1316879.0,55.0,55.0,59.0,55.0,59.0,58.0,60.0,55.0,60.0,56.0
60.0,1476532.0,55.0,54.0,60.0,55.0,59.0,57.0,59.0,55.0,60.0,56.0
62.0,1550040.0,56.0,55.0,61.0,55.0,60.0,57.0,61.0,55.0,60.0,56.0
62.0,1494027.0,57.0,57.0,62.0,57.0,60.0,58.0,61.0,56.0,60.0,59.0
66.0,1470003.0,56.0,59.0,63.0,59.0,60.0,60.0,61.0,57.0,60.0,57.0
66.0,1450302.0,57.0,63.0,65.0,64.0,60.0,60.0,61.0,57.0,60.0,59.0
68.0,1429187.0,58.0,66.0,68.0,66.0,61.0,64.0,62.0,59.0,61.0,60.0
67.0,1406127.0,59.0,67.0,69.0,68.0,61.0,66.0,68.0,62.0,62.0,63.0
68.0,1379583.0,61.0,69.0,71.0,67.0,66.0,69.0,69.0,65.0,65.0,63.0
68.0,1437026.0,60.0,68.0,69.0,68.0,66.0,70.0,71.0,66.0,67.0,65.0
68.0,1429068.0,62.0,68.0,66.0,67.0,67.0,72.0,65.0,68.0,67.0,65.0
66.0,1467506.0,63.0,67.0,66.0,66.0,67.0,70.0,66.0,68.0,69.0,66.0
64.0,1511034.0,65.0,66.0,66.0,63.0,65.0,66.0,68.0,65.0,67.0,66.0
63.0,1539664.0,64.0,63.0,65.0,61.0,65.0,66.0,66.0,63.0,65.0,65.0
62.0,1588240.0,62.0,61.0,64.0,58.0,63.0,64.0,65.0,61.0,64.0,64.0
62.0,1598188.0,60.0,58.0,63.0,56.0,61.0,64.0,64.0,61.0,63.0,63.0
61.0,1501912.0,59.0,56.0,63.0,55.0,61.0,63.0,63.0,60.0,62.0,60.0
60.0,1399333.0,57.0,56.0,63.0,54.0,61.0,62.0,63.0,60.0,62.0,59.0
60.0,1220047.0,56.0,55.0,62.0,53.0,61.0,61.0,63.0,59.0,61.0,59.0
60.0,1128130.0,55.0,55.0,61.0,54.0,60.0,57.0,61.0,55.0,60.0,56.0
60.0,1074873.0,55.0,55.0,61.0,53.0,60.0,57.0,61.0,54.0,60.0,58.0
60.0,1055989.0,54.0,55.0,61.0,54.0,60.0,57.0,61.0,54.0,60.0,56.0
60.0,1067806.0,53.0,55.0,62.0,54.0,59.0,56.0,61.0,54.0,59.0,55.0
60.0,1126436.0,52.0,55.0,62.0,54.0,59.0,57.0,61.0,54.0,59.0,53.0
60.0,1261727.0,52.0,54.0,62.0,54.0,60.0,58.0,61.0,52.0,60.0,53.0
60.0,1482042.0,52.0,54.0,62.0,54.0,59.0,58.0,61.0,51.0,59.0,53.0
60.0,1506031.0,54.0,54.0,63.0,55.0,59.0,58.0,61.0,55.0,59.0,57.0
63.0,1371239.0,57.0,55.0,63.0,56.0,61.0,58.0,62.0,57.0,60.0,60.0
66.0,1348921.0,60.0,57.0,65.0,58.0,62.0,61.0,63.0,61.0,62.0,64.0
67.0,1339373.0,64.0,64.0,68.0,63.0,65.0,63.0,65.0,63.0,63.0,67.0
70.0,1337937.0,67.0,67.0,71.0,69.0,67.0,64.0,67.0,64.0,66.0,69.0
70.0,1332153.0,69.0,71.0,73.0,72.0,70.0,69.0,71.0,69.0,69.0,70.0
70.0,1370282.0,70.0,71.0,73.0,71.0,71.0,72.0,71.0,71.0,71.0,72.0
70.0,1399071.0,72.0,72.0,74.0,73.0,72.0,74.0,73.0,72.0,72.0,73.0
70.0,1481337.0,72.0,74.0,74.0,72.0,73.0,75.0,75.0,73.0,74.0,73.0
70.0,1521198.0,71.0,72.0,74.0,71.0,72.0,75.0,75.0,73.0,73.0,73.0
68.0,1551057.0,72.0,70.0,72.0,70.0,72.0,74.0,73.0,73.0,73.0,73.0
65.0,1558367.0,69.0,67.0,70.0,68.0,71.0,72.0,71.0,71.0,71.0,72.0
62.0,1589387.0,66.0,65.0,65.0,64.0,66.0,69.0,66.0,66.0,65.0,69.0
59.0,1626731.0,59.0,61.0,63.0,62.0,61.0,64.0,63.0,61.0,61.0,64.0
58.0,1556017.0,56.0,59.0,62.0,59.0,60.0,63.0,62.0,58.0,59.0,60.0
57.0,1446656.0,55.0,55.0,58.0,60.0,58.0,61.0,57.0,57.0,57.0,57.0
56.0,1250879.0,53.0,56.0,55.0,59.0,55.0,60.0,54.0,55.0,55.0,55.0
55.0,1134457.0,52.0,56.0,54.0,58.0,53.0,60.0,53.0,55.0,53.0,54.0
53.0,1086390.0,51.0,54.0,53.0,56.0,53.0,59.0,52.0,54.0,53.0,53.0
53.0,1068092.0,49.0,52.0,53.0,58.0,52.0,57.0,52.0,53.0,52.0,51.0
51.0,1079946.0,49.0,51.0,53.0,56.0,51.0,56.0,49.0,52.0,51.0,51.0
52.0,1125924.0,48.0,54.0,52.0,57.0,51.0,54.0,49.0,52.0,49.0,50.0
51.0,1255509.0,47.0,52.0,51.0,57.0,49.0,54.0,49.0,50.0,49.0,47.0
53.0,1468886.0,47.0,52.0,51.0,57.0,50.0,54.0,49.0,50.0,50.0,47.0
58.0,1458149.0,52.0,58.0,54.0,61.0,55.0,59.0,56.0,55.0,56.0,52.0
63.0,1409935.0,58.0,63.0,61.0,65.0,61.0,66.0,62.0,63.0,63.0,59.0
69.0,1403748.0,63.0,67.0,68.0,69.0,67.0,69.0,69.0,67.0,69.0,63.0
71.0,1404537.0,70.0,71.0,72.0,72.0,71.0,73.0,72.0,71.0,73.0,69.0
72.0,1414196.0,73.0,73.0,74.0,73.0,74.0,76.0,73.0,73.0,74.0,72.0
75.0,1438874.0,75.0,74.0,77.0,74.0,76.0,78.0,77.0,74.0,77.0,74.0
76.0,1454116.0,76.0,76.0,78.0,75.0,77.0,80.0,77.0,75.0,78.0,76.0
76.0,1478528.0,77.0,76.0,79.0,76.0,79.0,81.0,78.0,77.0,79.0,78.0
75.0,1494706.0,78.0,74.0,80.0,76.0,78.0,80.0,79.0,78.0,80.0,80.0
74.0,1539758.0,78.0,74.0,81.0,78.0,79.0,81.0,80.0,78.0,80.0,80.0
73.0,1572759.0,77.0,71.0,80.0,77.0,77.0,81.0,79.0,78.0,79.0,79.0
73.0,1643349.0,75.0,70.0,76.0,71.0,76.0,79.0,76.0,76.0,77.0,77.0
67.0,1643736.0,72.0,63.0,70.0,66.0,69.0,74.0,68.0,70.0,71.0,74.0
64.0,1686348.0,63.0,59.0,67.0,64.0,63.0,69.0,64.0,64.0,64.0,69.0
62.0,1610377.0,61.0,58.0,65.0,63.0,63.0,65.0,63.0,61.0,63.0,61.0
61.0,1479181.0,59.0,53.0,63.0,60.0,61.0,65.0,59.0,60.0,61.0,61.0
60.0,1275866.0,58.0,51.0,63.0,56.0,59.0,62.0,59.0,57.0,60.0,60.0
58.0,1153769.0,56.0,48.0,62.0,54.0,57.0,60.0,58.0,56.0,57.0,56.0
58.0,1094810.0,55.0,50.0,61.0,55.0,57.0,59.0,56.0,56.0,57.0,56.0
57.0,1060388.0,54.0,49.0,59.0,53.0,55.0,58.0,55.0,55.0,55.0,55.0
58.0,1059271.0,54.0,47.0,57.0,51.0,54.0,57.0,53.0,54.0,55.0,54.0
56.0,1090906.0,53.0,46.0,57.0,51.0,54.0,58.0,55.0,53.0,55.0,53.0
56.0,1209230.0,52.0,47.0,58.0,51.0,53.0,56.0,56.0,54.0,54.0,53.0
57.0,1425373.0,52.0,47.0,58.0,51.0,53.0,58.0,56.0,54.0,54.0,53.0
63.0,1494735.0,57.0,54.0,62.0,54.0,60.0,61.0,61.0,58.0,60.0,54.0
69.0,1389645.0,61.0,62.0,67.0,64.0,64.0,65.0,65.0,62.0,64.0,59.0
72.0,1405286.0,66.0,67.0,71.0,68.0,70.0,71.0,71.0,66.0,70.0,64.0
74.0,1409686.0,73.0,73.0,74.0,70.0,74.0,75.0,76.0,70.0,75.0,72.0
78.0,1437310.0,76.0,74.0,77.0,72.0,77.0,79.0,78.0,75.0,78.0,77.0
78.0,1460797.0,77.0,76.0,80.0,72.0,78.0,81.0,80.0,78.0,80.0,79.0
80.0,1487553.0,79.0,75.0,80.0,71.0,80.0,81.0,80.0,81.0,81.0,80.0
80.0,1517941.0,80.0,76.0,80.0,70.0,81.0,83.0,80.0,81.0,81.0,82.0
80.0,1523913.0,79.0,75.0,81.0,70.0,81.0,83.0,81.0,81.0,82.0,81.0
79.0,1502919.0,77.0,74.0,81.0,70.0,80.0,83.0,80.0,82.0,82.0,79.0
78.0,1499534.0,73.0,72.0,80.0,67.0,78.0,82.0,80.0,81.0,81.0,74.0
74.0,1555325.0,70.0,70.0,78.0,65.0,77.0,80.0,78.0,79.0,78.0,64.0
70.0,1540990.0,63.0,66.0,71.0,64.0,68.0,74.0,71.0,75.0,71.0,64.0
67.0,1597151.0,63.0,63.0,65.0,61.0,65.0,71.0,68.0,72.0,68.0,63.0
67.0,1536724.0,61.0,61.0,65.0,60.0,63.0,71.0,63.0,69.0,67.0,62.0
65.0,1471755.0,60.0,58.0,64.0,58.0,63.0,70.0,62.0,66.0,66.0,61.0
66.0,1309800.0,59.0,57.0,64.0,57.0,63.0,68.0,60.0,64.0,64.0,60.0
64.0,1185499.0,59.0,61.0,64.0,57.0,63.0,66.0,60.0,62.0,63.0,59.0
64.0,1105815.0,58.0,56.0,64.0,57.0,62.0,64.0,58.0,62.0,62.0,59.0
64.0,1063472.0,58.0,53.0,64.0,57.0,62.0,62.0,58.0,61.0,63.0,56.0
63.0,1049817.0,56.0,54.0,63.0,58.0,61.0,62.0,62.0,62.0,64.0,55.0
63.0,1051329.0,57.0,54.0,63.0,59.0,62.0,62.0,63.0,63.0,64.0,54.0
63.0,1089487.0,56.0,55.0,62.0,58.0,61.0,61.0,62.0,61.0,63.0,55.0
63.0,1161186.0,56.0,56.0,63.0,58.0,62.0,62.0,63.0,61.0,63.0,55.0
67.0,1292392.0,59.0,63.0,65.0,62.0,62.0,64.0,65.0,63.0,64.0,60.0
71.0,1413337.0,64.0,67.0,69.0,65.0,67.0,67.0,66.0,65.0,68.0,67.0
74.0,1480031.0,67.0,71.0,71.0,68.0,70.0,72.0,70.0,71.0,71.0,69.0
76.0,1445414.0,72.0,73.0,75.0,73.0,73.0,76.0,73.0,73.0,73.0,75.0
80.0,1470210.0,77.0,76.0,79.0,76.0,76.0,79.0,74.0,77.0,76.0,78.0
81.0,1505922.0,79.0,79.0,81.0,76.0,80.0,81.0,79.0,79.0,80.0,80.0
81.0,1549296.0,80.0,79.0,83.0,75.0,82.0,84.0,80.0,82.0,82.0,82.0
82.0,1567989.0,81.0,81.0,85.0,73.0,83.0,86.0,82.0,83.0,84.0,82.0
81.0,1650639.0,79.0,76.0,86.0,71.0,83.0,85.0,83.0,82.0,84.0,69.0
82.0,1652553.0,67.0,71.0,85.0,67.0,76.0,84.0,84.0,77.0,79.0,71.0
79.0,1644165.0,69.0,69.0,83.0,64.0,79.0,82.0,83.0,74.0,80.0,69.0
75.0,1612712.0,69.0,65.0,82.0,60.0,77.0,80.0,80.0,70.0,76.0,69.0
69.0,1575247.0,66.0,61.0,76.0,60.0,71.0,76.0,73.0,68.0,71.0,66.0
66.0,1552444.0,66.0,59.0,72.0,58.0,70.0,71.0,70.0,66.0,71.0,64.0
66.0,1544235.0,64.0,59.0,71.0,58.0,70.0,71.0,67.0,66.0,68.0,64.0
66.0,1410239.0,61.0,59.0,72.0,58.0,67.0,69.0,69.0,64.0,67.0,62.0
65.0,1266361.0,60.0,59.0,69.0,58.0,64.0,66.0,65.0,63.0,65.0,61.0
65.0,1150984.0,60.0,59.0,66.0,57.0,63.0,64.0,64.0,62.0,64.0,61.0
65.0,1076099.0,58.0,56.0,65.0,54.0,63.0,63.0,64.0,62.0,63.0,60.0
65.0,1037291.0,58.0,54.0,64.0,53.0,63.0,62.0,63.0,61.0,64.0,59.0
64.0,1013238.0,57.0,54.0,64.0,52.0,63.0,62.0,63.0,60.0,63.0,56.0
63.0,999924.0,57.0,54.0,64.0,53.0,63.0,61.0,63.0,60.0,64.0,57.0
61.0,1017848.0,56.0,53.0,64.0,53.0,63.0,61.0,63.0,58.0,63.0,55.0
60.0,1074504.0,55.0,54.0,64.0,53.0,62.0,59.0,63.0,58.0,63.0,55.0
60.0,1189120.0,56.0,54.0,63.0,54.0,63.0,59.0,62.0,56.0,63.0,55.0
59.0,1347785.0,57.0,54.0,63.0,53.0,63.0,59.0,61.0,56.0,63.0,58.0
60.0,1433661.0,59.0,54.0,63.0,53.0,63.0,59.0,61.0,59.0,63.0,59.0
60.0,1375571.0,62.0,55.0,64.0,54.0,64.0,59.0,61.0,59.0,64.0,61.0
61.0,1383427.0,63.0,55.0,64.0,54.0,64.0,59.0,62.0,60.0,64.0,64.0
63.0,1463675.0,65.0,53.0,64.0,54.0,64.0,57.0,61.0,58.0,64.0,65.0
62.0,1450338.0,65.0,54.0,64.0,54.0,64.0,59.0,62.0,59.0,64.0,67.0
61.0,1421593.0,68.0,54.0,62.0,54.0,65.0,59.0,61.0,60.0,65.0,69.0
59.0,1418729.0,69.0,55.0,63.0,54.0,65.0,59.0,61.0,60.0,65.0,71.0
58.0,1438253.0,69.0,55.0,62.0,53.0,65.0,59.0,59.0,59.0,65.0,70.0
57.0,1474622.0,68.0,54.0,62.0,53.0,64.0,59.0,60.0,58.0,63.0,68.0
56.0,1519047.0,66.0,53.0,62.0,52.0,63.0,57.0,58.0,56.0,62.0,64.0
56.0,1570424.0,64.0,51.0,61.0,52.0,61.0,57.0,58.0,56.0,61.0,63.0
56.0,1548910.0,62.0,50.0,60.0,51.0,61.0,57.0,57.0,55.0,60.0,61.0
56.0,1452471.0,61.0,50.0,60.0,51.0,60.0,57.0,58.0,55.0,59.0,61.0
56.0,1373478.0,56.0,50.0,59.0,50.0,59.0,56.0,57.0,54.0,59.0,56.0
56.0,1214820.0,56.0,50.0,60.0,48.0,59.0,56.0,58.0,54.0,58.0,56.0
56.0,1114489.0,55.0,50.0,59.0,50.0,58.0,56.0,57.0,54.0,58.0,55.0
56.0,1066203.0,55.0,51.0,59.0,50.0,58.0,55.0,57.0,54.0,58.0,55.0
56.0,1049703.0,55.0,51.0,59.0,51.0,59.0,55.0,57.0,53.0,59.0,55.0
58.0,1055869.0,55.0,51.0,60.0,52.0,59.0,54.0,58.0,53.0,58.0,55.0
58.0,1105938.0,54.0,51.0,61.0,52.0,59.0,55.0,58.0,53.0,59.0,55.0
58.0,1238437.0,54.0,52.0,62.0,53.0,60.0,56.0,59.0,53.0,60.0,54.0
60.0,1475060.0,55.0,53.0,63.0,53.0,60.0,56.0,61.0,53.0,60.0,55.0
62.0,1567316.0,55.0,55.0,64.0,55.0,60.0,57.0,62.0,53.0,60.0,55.0
64.0,1482135.0,57.0,57.0,66.0,58.0,62.0,59.0,64.0,54.0,62.0,55.0
65.0,1482739.0,57.0,60.0,69.0,61.0,63.0,60.0,65.0,54.0,63.0,55.0
70.0,1473857.0,58.0,61.0,68.0,63.0,64.0,61.0,65.0,56.0,64.0,57.0
72.0,1482031.0,59.0,64.0,68.0,64.0,66.0,65.0,66.0,57.0,67.0,58.0
67.0,1473801.0,57.0,66.0,69.0,65.0,65.0,67.0,69.0,58.0,66.0,58.0
67.0,1531159.0,58.0,65.0,70.0,66.0,66.0,64.0,70.0,57.0,66.0,58.0
67.0,1515261.0,59.0,65.0,71.0,66.0,66.0,63.0,67.0,57.0,65.0,59.0
67.0,1502290.0,58.0,65.0,71.0,66.0,64.0,61.0,65.0,59.0,64.0,59.0
66.0,1530341.0,59.0,62.0,65.0,66.0,64.0,61.0,63.0,59.0,65.0,59.0
64.0,1585875.0,57.0,61.0,63.0,60.0,62.0,62.0,63.0,61.0,63.0,60.0
62.0,1628368.0,58.0,58.0,63.0,59.0,62.0,61.0,63.0,60.0,63.0,59.0
61.0,1670928.0,55.0,58.0,63.0,59.0,60.0,61.0,63.0,58.0,61.0,55.0
61.0,1636828.0,51.0,57.0,62.0,57.0,58.0,60.0,61.0,57.0,60.0,52.0
61.0,1528977.0,49.0,56.0,62.0,58.0,57.0,60.0,61.0,57.0,58.0,51.0
61.0,1445233.0,48.0,56.0,62.0,57.0,56.0,57.0,61.0,55.0,56.0,47.0
59.0,1303432.0,45.0,56.0,61.0,56.0,53.0,57.0,58.0,53.0,54.0,45.0
59.0,1210019.0,43.0,56.0,60.0,56.0,52.0,55.0,58.0,50.0,53.0,44.0
59.0,1170827.0,43.0,55.0,60.0,55.0,51.0,54.0,58.0,49.0,52.0,43.0
58.0,1157339.0,45.0,54.0,60.0,54.0,52.0,52.0,55.0,49.0,53.0,42.0
57.0,1158482.0,46.0,54.0,57.0,53.0,52.0,52.0,54.0,48.0,52.0,44.0
56.0,1219692.0,46.0,51.0,53.0,52.0,52.0,51.0,52.0,47.0,50.0,45.0
54.0,1362928.0,44.0,50.0,53.0,50.0,50.0,48.0,49.0,46.0,49.0,44.0
54.0,1602632.0,43.0,49.0,52.0,50.0,49.0,48.0,49.0,46.0,49.0,44.0
54.0,1669324.0,45.0,51.0,53.0,50.0,51.0,52.0,52.0,49.0,51.0,46.0
57.0,1550462.0,45.0,53.0,56.0,52.0,52.0,54.0,53.0,48.0,52.0,49.0
57.0,1533658.0,46.0,54.0,57.0,53.0,53.0,52.0,54.0,48.0,53.0,50.0
59.0,1506693.0,47.0,55.0,56.0,53.0,54.0,55.0,55.0,52.0,55.0,50.0
61.0,1475665.0,49.0,56.0,59.0,52.0,57.0,56.0,57.0,55.0,56.0,51.0
61.0,1443385.0,49.0,56.0,60.0,54.0,57.0,59.0,59.0,57.0,58.0,51.0
60.0,1418906.0,51.0,56.0,60.0,56.0,59.0,61.0,60.0,58.0,60.0,51.0
60.0,1470798.0,52.0,58.0,61.0,57.0,59.0,62.0,61.0,60.0,61.0,52.0
63.0,1463346.0,51.0,59.0,61.0,59.0,60.0,63.0,62.0,60.0,61.0,52.0
62.0,1484211.0,51.0,59.0,63.0,60.0,60.0,63.0,63.0,59.0,61.0,52.0
61.0,1528086.0,50.0,59.0,63.0,60.0,59.0,63.0,63.0,58.0,61.0,52.0
60.0,1563459.0,49.0,57.0,62.0,58.0,57.0,60.0,59.0,56.0,56.0,52.0
58.0,1632999.0,46.0,54.0,55.0,55.0,54.0,57.0,56.0,53.0,55.0,49.0
57.0,1682922.0,45.0,50.0,54.0,49.0,52.0,54.0,55.0,52.0,52.0,45.0
58.0,1639419.0,43.0,46.0,53.0,47.0,50.0,54.0,53.0,49.0,49.0,45.0
57.0,1554482.0,41.0,46.0,54.0,45.0,48.0,52.0,49.0,47.0,47.0,44.0
55.0,1410089.0,40.0,44.0,52.0,44.0,45.0,51.0,48.0,48.0,44.0,45.0
55.0,1324920.0,41.0,46.0,50.0,45.0,44.0,48.0,46.0,46.0,43.0,40.0
54.0,1301567.0,40.0,47.0,49.0,44.0,43.0,48.0,46.0,46.0,42.0,41.0
54.0,1293540.0,40.0,46.0,47.0,45.0,43.0,45.0,45.0,41.0,41.0,39.0
53.0,1313223.0,36.0,46.0,46.0,45.0,39.0,43.0,44.0,40.0,39.0,38.0
53.0,1386777.0,36.0,46.0,45.0,44.0,39.0,42.0,43.0,38.0,39.0,37.0
53.0,1557578.0,34.0,46.0,45.0,44.0,37.0,41.0,41.0,37.0,37.0,37.0
53.0,1815275.0,35.0,45.0,44.0,45.0,39.0,41.0,42.0,37.0,38.0,36.0
54.0,1839858.0,40.0,49.0,49.0,48.0,44.0,47.0,46.0,44.0,44.0,40.0
56.0,1639752.0,46.0,52.0,53.0,52.0,52.0,52.0,52.0,50.0,52.0,44.0
58.0,1506508.0,49.0,55.0,57.0,54.0,53.0,55.0,55.0,52.0,54.0,49.0
59.0,1487518.0,51.0,56.0,59.0,56.0,56.0,57.0,57.0,54.0,56.0,51.0
62.0,1455908.0,53.0,57.0,61.0,58.0,58.0,59.0,58.0,57.0,58.0,52.0
62.0,1420920.0,55.0,58.0,61.0,59.0,60.0,60.0,61.0,56.0,60.0,53.0
62.0,1399349.0,57.0,57.0,62.0,59.0,61.0,60.0,63.0,59.0,62.0,56.0
62.0,1368179.0,58.0,58.0,62.0,58.0,62.0,63.0,62.0,60.0,63.0,58.0
62.0,1432662.0,59.0,58.0,64.0,59.0,62.0,63.0,63.0,61.0,63.0,59.0
62.0,1451167.0,60.0,58.0,64.0,58.0,63.0,64.0,63.0,61.0,64.0,60.0
60.0,1488432.0,61.0,58.0,63.0,58.0,63.0,63.0,63.0,61.0,64.0,61.0
57.0,1521835.0,60.0,54.0,63.0,56.0,62.0,63.0,63.0,60.0,63.0,60.0
54.0,1566971.0,54.0,51.0,54.0,53.0,55.0,59.0,54.0,56.0,56.0,58.0
52.0,1641078.0,50.0,48.0,52.0,49.0,52.0,54.0,48.0,49.0,51.0,51.0
52.0,1581395.0,48.0,47.0,53.0,46.0,50.0,50.0,48.0,47.0,49.0,49.0
51.0,1505799.0,47.0,45.0,51.0,47.0,48.0,48.0,47.0,45.0,48.0,44.0
49.0,1348742.0,46.0,45.0,49.0,47.0,48.0,48.0,49.0,43.0,47.0,45.0
47.0,1256202.0,47.0,44.0,47.0,47.0,47.0,45.0,47.0,41.0,47.0,44.0
47.0,1225183.0,47.0,44.0,46.0,44.0,47.0,45.0,45.0,42.0,47.0,44.0
46.0,1226829.0,44.0,43.0,46.0,44.0,47.0,44.0,44.0,40.0,46.0,44.0
46.0,1251016.0,43.0,44.0,46.0,45.0,45.0,45.0,45.0,41.0,45.0,42.0
48.0,1327064.0,43.0,44.0,47.0,45.0,46.0,46.0,46.0,43.0,46.0,41.0
48.0,1477949.0,41.0,44.0,46.0,44.0,44.0,46.0,46.0,44.0,45.0,40.0
49.0,1709086.0,41.0,43.0,47.0,44.0,45.0,48.0,48.0,44.0,46.0,42.0
56.0,1741880.0,47.0,51.0,52.0,52.0,51.0,49.0,50.0,47.0,51.0,45.0
61.0,1551996.0,51.0,56.0,57.0,57.0,56.0,54.0,54.0,51.0,56.0,50.0
63.0,1500334.0,55.0,58.0,62.0,60.0,61.0,59.0,62.0,55.0,62.0,52.0
64.0,1470452.0,59.0,63.0,65.0,61.0,66.0,62.0,67.0,57.0,67.0,55.0
65.0,1440119.0,66.0,64.0,69.0,63.0,70.0,65.0,71.0,61.0,71.0,63.0
68.0,1406843.0,71.0,64.0,72.0,64.0,73.0,70.0,72.0,64.0,74.0,69.0
67.0,1382280.0,74.0,63.0,74.0,65.0,75.0,72.0,74.0,68.0,76.0,73.0
68.0,1435000.0,75.0,60.0,75.0,65.0,77.0,74.0,77.0,70.0,79.0,75.0
68.0,1427331.0,75.0,62.0,76.0,63.0,77.0,76.0,78.0,72.0,78.0,74.0
68.0,1447627.0,74.0,66.0,76.0,65.0,76.0,76.0,78.0,71.0,77.0,73.0
66.0,1460100.0,75.0,65.0,76.0,64.0,75.0,74.0,75.0,70.0,76.0,75.0
65.0,1484235.0,72.0,63.0,73.0,62.0,72.0,72.0,73.0,69.0,73.0,71.0
64.0,1523006.0,68.0,61.0,70.0,59.0,70.0,69.0,72.0,65.0,71.0,70.0
64.0,1580383.0,63.0,59.0,67.0,57.0,68.0,66.0,69.0,61.0,70.0,64.0
64.0,1544355.0,59.0,58.0,66.0,56.0,66.0,65.0,66.0,59.0,67.0,58.0
63.0,1454507.0,57.0,57.0,65.0,56.0,64.0,64.0,66.0,58.0,66.0,53.0
63.0,1279969.0,55.0,59.0,64.0,58.0,63.0,64.0,64.0,56.0,65.0,53.0
64.0,1174802.0,54.0,60.0,63.0,59.0,61.0,65.0,63.0,57.0,63.0,52.0
64.0,1125694.0,54.0,62.0,63.0,58.0,61.0,65.0,63.0,56.0,63.0,51.0
63.0,1102037.0,52.0,62.0,62.0,60.0,60.0,63.0,62.0,56.0,62.0,50.0
62.0,1106003.0,54.0,61.0,61.0,61.0,59.0,62.0,61.0,57.0,61.0,50.0
62.0,1140415.0,54.0,60.0,60.0,60.0,57.0,62.0,59.0,57.0,59.0,52.0
62.0,1267957.0,54.0,60.0,59.0,59.0,56.0,61.0,58.0,57.0,58.0,54.0
63.0,1466898.0,54.0,60.0,61.0,59.0,57.0,61.0,58.0,57.0,58.0,55.0
65.0,1526375.0,58.0,63.0,63.0,63.0,61.0,63.0,63.0,60.0,62.0,59.0
68.0,1491148.0,62.0,65.0,68.0,64.0,65.0,66.0,66.0,63.0,66.0,63.0
71.0,1398987.0,68.0,67.0,71.0,67.0,70.0,70.0,71.0,66.0,70.0,68.0
73.0,1390497.0,72.0,69.0,74.0,70.0,72.0,74.0,74.0,72.0,73.0,73.0
75.0,1385688.0,74.0,72.0,76.0,73.0,75.0,77.0,76.0,76.0,76.0,76.0
77.0,1392344.0,77.0,73.0,78.0,75.0,77.0,80.0,78.0,78.0,78.0,79.0
78.0,1404138.0,79.0,76.0,80.0,76.0,79.0,83.0,80.0,82.0,80.0,81.0
80.0,1482535.0,80.0,77.0,81.0,76.0,80.0,84.0,81.0,82.0,81.0,83.0
81.0,1476807.0,80.0,80.0,81.0,77.0,80.0,83.0,82.0,82.0,81.0,82.0
79.0,1512600.0,80.0,80.0,81.0,77.0,81.0,83.0,81.0,82.0,82.0,82.0
79.0,1541839.0,79.0,80.0,81.0,76.0,79.0,83.0,81.0,82.0,80.0,81.0
76.0,1533301.0,77.0,77.0,79.0,73.0,77.0,81.0,79.0,80.0,79.0,79.0
73.0,1538217.0,72.0,73.0,73.0,69.0,73.0,77.0,74.0,76.0,74.0,73.0
71.0,1537563.0,69.0,70.0,71.0,66.0,70.0,73.0,72.0,72.0,71.0,72.0
